0	0	0	2	0
0	0	0	2	0
0	0	1	13	0
0	0	2	13	0
0	0	3	2	0
0	0	3	2	0
0	0	4	2	0
0	0	5	2	0
0	0	6	2	0
0	0	6	2	0
0	0	7	2	0
0	0	8	2	0
0	0	9	2	0
0	0	9	2	0
0	0	10	2	0
0	0	11	2	0
0	0	12	2	0
0	0	12	2	0
0	0	13	2	0
0	0	14	2	0
0	0	15	2	0
0	0	15	2	0
0	0	16	2	0
0	0	17	2	0
0	0	18	2	0
0	0	18	2	0
0	0	19	2	0
0	0	20	2	0
0	0	21	2	0
0	0	21	2	0
0	0	22	2	0
0	0	23	2	0
0	0	0	2	0
0	0	0	13	0
0	0	1	17	8
0	0	2	5	0
0	0	3	5	0
0	0	3	5	0
0	0	4	5	0
0	0	5	5	0
0	0	6	17	8
0	0	6	13	0
0	0	7	2	0
0	0	8	2	0
0	0	9	2	0
0	0	9	2	0
0	0	10	2	0
0	0	11	2	0
0	0	12	2	0
0	0	12	2	0
0	0	13	2	0
0	0	14	2	0
0	0	15	2	0
0	0	15	2	0
0	0	16	2	0
0	0	17	2	0
0	0	18	2	0
0	0	18	2	0
0	0	19	2	0
0	0	20	2	0
0	0	21	2	0
0	0	21	2	0
0	0	22	2	0
0	0	23	2	0
1	0	0	2	0
1	0	0	13	0
1	0	1	13	0
1	0	2	13	0
1	0	3	13	0
1	0	3	13	0
1	0	4	13	0
1	0	5	13	0
1	0	6	13	0
1	0	6	2	0
1	0	7	13	0
1	0	8	2	0
1	0	9	2	0
1	0	9	2	0
1	0	10	2	0
1	0	11	2	0
1	0	12	2	0
1	0	12	2	0
1	0	13	2	0
1	0	14	2	0
1	0	15	2	0
1	0	15	2	0
1	0	16	2	0
1	0	17	2	0
1	0	18	2	0
1	0	18	2	0
1	0	19	2	0
1	0	20	2	0
1	0	21	2	0
1	0	21	2	0
1	0	22	2	0
1	0	23	2	0
2	0	0	2	0
2	0	0	13	0
2	0	1	13	0
2	0	2	13	0
2	0	3	13	0
2	0	3	13	0
2	0	4	13	0
2	0	5	13	0
2	0	6	13	0
2	0	6	13	0
2	0	7	13	0
2	0	8	13	0
2	0	9	2	0
2	0	9	2	0
2	0	10	2	0
2	0	11	2	0
2	0	12	2	0
2	0	12	2	0
2	0	13	2	0
2	0	14	2	0
2	0	15	2	0
2	0	15	2	0
2	0	16	2	0
2	0	17	2	0
2	0	18	2	0
2	0	18	2	0
2	0	19	2	0
2	0	20	2	0
2	0	21	2	0
2	0	21	2	0
2	0	22	2	0
2	0	23	2	0
3	0	0	13	0
3	0	0	2	0
3	0	1	13	0
3	0	2	13	0
3	0	3	13	0
3	0	3	13	0
3	0	4	13	0
3	0	5	13	0
3	0	6	13	0
3	0	6	13	0
3	0	7	13	0
3	0	8	2	0
3	0	9	2	0
3	0	9	2	0
3	0	10	2	0
3	0	11	2	0
3	0	12	2	0
3	0	12	2	0
3	0	13	2	0
3	0	14	2	0
3	0	15	2	0
3	0	15	2	0
3	0	16	2	0
3	0	17	2	0
3	0	18	2	0
3	0	18	2	0
3	0	19	2	0
3	0	20	2	0
3	0	21	2	0
3	0	21	2	0
3	0	22	2	0
3	0	23	2	0
3	0	0	2	0
3	0	0	13	0
3	0	1	13	0
3	0	2	13	0
3	0	3	13	0
3	0	3	13	0
3	0	4	13	0
3	0	5	13	0
3	0	6	13	0
3	0	6	13	0
3	0	7	2	0
3	0	8	13	0
3	0	9	2	0
3	0	9	2	0
3	0	10	2	0
3	0	11	2	0
3	0	12	2	0
3	0	12	2	0
3	0	13	2	0
3	0	14	2	0
3	0	15	2	0
3	0	15	2	0
3	0	16	2	0
3	0	17	2	0
3	0	18	2	0
3	0	18	2	0
3	0	19	2	0
3	0	20	2	0
3	0	21	2	0
