0	0	2	53	0
1	0	1	98	0
1	0	2	53	0
1	0	3	98	0
2	0	1	4	0
2	0	2	53	0
2	0	3	4	0
3	0	1	98	0
3	0	2	53	0
3	0	3	98	0
4	0	1	98	0
4	0	2	53	0
4	0	3	98	0
5	0	1	44	5
5	0	2	44	5
5	0	3	44	5
6	0	1	67	4
6	0	2	9	0
6	0	3	44	3
6	0	4	61	0
7	0	1	44	5
7	0	2	44	5
7	0	3	44	5
8	0	1	4	0
8	0	3	4	0
2	1	1	53	1
2	1	3	53	1
8	1	1	53	1
8	1	3	53	1
2	2	0	50	2
2	2	1	53	1
2	2	3	53	1
2	2	4	50	1
5	2	2	3	0
6	2	1	3	0
6	2	2	64	0
6	2	3	3	0
7	2	2	3	0
8	2	0	50	2
8	2	1	53	1
8	2	3	53	1
8	2	4	50	1
2	3	1	53	1
2	3	3	53	1
6	3	2	85	0
8	3	1	53	1
8	3	3	53	1
1	4	1	67	4
1	4	2	44	2
1	4	3	67	5
2	4	1	67	4
2	4	3	67	5
3	4	1	67	4
3	4	3	67	5
4	4	1	67	4
4	4	3	67	5
5	4	1	67	4
5	4	3	67	5
6	4	1	67	4
6	4	2	44	5
6	4	3	67	5
7	4	1	67	4
7	4	3	67	5
8	4	1	67	4
8	4	3	67	5
9	4	1	67	4
9	4	2	44	2
9	4	3	67	5
